datetime,open,high,low,close,tick_volume
2024-02-25 23:00:00,900.849,901.672,899.189,899.189,601
2024-02-26 00:00:00,899.189,899.886,897.354,897.602,969
2024-02-26 01:00:00,897.602,898.45,896.658,897.158,1211
2024-02-26 02:00:00,897.158,897.159,895.47,895.472,988
2024-02-26 03:00:00,895.472,896.718,894.974,896.57,468
2024-02-26 04:00:00,896.57,897.266,895.628,896.125,437
2024-02-26 05:00:00,896.125,897.073,895.629,896.527,676
2024-02-26 06:00:00,896.527,896.678,895.036,896.382,677
2024-02-26 07:00:00,896.382,898.123,894.89,896.733,941
2024-02-26 08:00:00,896.733,898.673,892.014,892.71,2172
2024-02-26 09:00:00,892.71,892.71,890.026,891.52,1336
2024-02-26 10:00:00,891.52,891.52,887.744,888.044,1239
2024-02-26 11:00:00,888.044,889.984,886.406,886.506,1239
2024-02-26 12:00:00,886.506,888.297,886.012,886.46,1585
2024-02-26 13:00:00,886.46,886.908,882.536,883.382,2809
2024-02-26 14:00:00,883.382,884.078,879.654,880.302,3032
2024-02-26 15:00:00,880.302,880.7,876.23,877.224,2478
2024-02-26 16:00:00,877.224,879.464,875.088,878.172,2057
2024-02-26 17:00:00,878.172,879.616,876.187,876.932,1683
2024-02-26 18:00:00,876.932,878.228,875.69,878.03,1210
2024-02-26 19:00:00,878.03,878.478,877.434,878.282,725
2024-02-26 20:00:00,878.282,879.628,878.232,879.28,808
2024-02-26 21:00:00,879.28,879.38,878.24,878.338,302
2024-02-26 23:00:00,878.338,880.334,878.046,879.688,467
2024-02-27 00:00:00,879.688,881.48,879.589,880.189,938
2024-02-27 01:00:00,880.189,882.132,879.692,881.883,1251
2024-02-27 02:00:00,881.883,882.334,880.741,882.135,1107
2024-02-27 03:00:00,882.135,883.332,881.986,883.132,510
2024-02-27 04:00:00,883.132,883.878,882.39,882.689,452
2024-02-27 05:00:00,882.689,882.89,880.604,881.797,1403
2024-02-27 06:00:00,881.797,883.092,881.449,882.298,783
2024-02-27 07:00:00,882.298,885.034,881.9,883.942,1094
2024-02-27 08:00:00,883.942,889.165,881.109,886.58,1604
2024-02-27 09:00:00,886.58,889.268,885.984,888.324,1328
2024-02-27 10:00:00,888.324,890.762,887.777,889.968,1407
2024-02-27 11:00:00,889.968,892.308,888.428,892.159,1043
2024-02-27 12:00:00,892.159,893.354,891.466,892.461,1421
2024-02-27 13:00:00,892.461,896.59,890.674,892.962,3549
2024-02-27 14:00:00,892.962,893.81,889.732,892.518,3048
2024-02-27 15:00:00,892.518,894.908,889.636,894.362,3002
2024-02-27 16:00:00,894.362,895.356,892.572,893.271,2263
2024-02-27 17:00:00,893.271,893.371,890.788,891.634,1561
2024-02-27 18:00:00,891.634,894.22,891.336,893.278,1904
2024-02-27 19:00:00,893.278,893.428,892.038,892.685,883
2024-02-27 20:00:00,892.685,892.685,891.546,891.644,744
2024-02-27 21:00:00,891.644,892.093,891.299,891.35,321
2024-02-27 23:00:00,891.35,891.35,889.318,889.716,276
2024-02-28 00:00:00,889.716,891.906,889.716,891.062,363
2024-02-28 01:00:00,891.062,891.96,890.317,891.364,900
2024-02-28 02:00:00,891.364,891.812,889.328,889.727,715
2024-02-28 03:00:00,889.727,889.776,886.546,888.09,1096
2024-02-28 04:00:00,888.09,888.14,886.949,886.95,424
2024-02-28 05:00:00,886.95,887.796,886.654,887.401,507
2024-02-28 06:00:00,887.401,888.148,883.924,883.924,747
2024-02-28 07:00:00,883.924,885.416,883.082,883.182,873
2024-02-28 08:00:00,883.182,883.182,878.81,878.958,2103
2024-02-28 09:00:00,878.958,880.004,877.918,879.609,2298
2024-02-28 10:00:00,879.609,883.787,879.211,882.048,2737
2024-02-28 11:00:00,882.048,882.398,879.964,881.008,1848
2024-02-28 12:00:00,881.008,882.65,879.666,880.315,1477
2024-02-28 13:00:00,880.315,883.45,877.333,881.811,3818
2024-02-28 14:00:00,881.811,882.606,878.63,879.328,2545
2024-02-28 15:00:00,879.328,879.727,877.042,877.442,1955
2024-02-28 16:00:00,877.442,879.133,876.848,877.594,1680
2024-02-28 17:00:00,877.594,880.234,877.396,879.686,1314
2024-02-28 18:00:00,879.686,880.582,879.04,879.292,1198
2024-02-28 19:00:00,879.292,879.84,878.548,879.396,795
2024-02-28 20:00:00,879.396,880.542,878.952,879.2,793
2024-02-28 21:00:00,879.2,879.398,877.56,878.706,548
2024-02-28 23:00:00,878.706,879.408,878.164,879.062,348
2024-02-29 00:00:00,879.062,880.006,878.716,879.264,413
2024-02-29 01:00:00,879.264,881.702,878.916,880.958,772
2024-02-29 02:00:00,880.958,883.15,880.56,883.15,849
2024-02-29 03:00:00,883.15,884.296,881.957,884.296,578
2024-02-29 04:00:00,884.296,884.296,882.908,883.454,425
2024-02-29 05:00:00,883.454,884.054,882.66,883.458,755
2024-02-29 06:00:00,883.458,884.654,883.16,883.362,607
2024-02-29 07:00:00,883.362,885.552,881.772,883.118,1038
2024-02-29 08:00:00,883.118,884.762,880.432,884.463,1201
2024-02-29 09:00:00,884.463,886.802,883.72,884.02,951
2024-02-29 10:00:00,884.02,884.02,878.652,878.752,1006
2024-02-29 11:00:00,878.752,880.444,878.504,880.048,1444
2024-02-29 12:00:00,880.048,881.79,877.168,877.416,1278
2024-02-29 13:00:00,877.416,886.868,874.484,885.674,4745
2024-02-29 14:00:00,885.674,888.71,883.34,885.18,3352
2024-02-29 15:00:00,885.18,887.27,879.764,880.51,3096
2024-02-29 16:00:00,880.51,882.002,876.286,877.53,2806
2024-02-29 17:00:00,877.53,879.374,876.736,879.074,1870
2024-02-29 18:00:00,879.074,879.722,878.23,879.278,1557
2024-02-29 19:00:00,879.278,879.676,877.44,877.69,1176
2024-02-29 20:00:00,877.69,879.034,877.69,878.588,712
2024-02-29 21:00:00,878.588,878.588,877.098,877.846,471
2024-02-29 23:00:00,877.846,878.947,876.956,878.847,404
2024-03-01 00:00:00,878.847,879.496,877.306,878.85,791
2024-03-01 01:00:00,878.85,879.549,878.156,879.252,881
2024-03-01 02:00:00,879.252,880.748,878.756,880.648,756
2024-03-01 03:00:00,880.648,881.546,880.498,880.9,547
2024-03-01 04:00:00,880.9,881.151,880.157,880.357,204
2024-03-01 05:00:00,880.357,880.406,877.822,878.47,1364
2024-03-01 06:00:00,878.47,879.716,878.42,879.27,644
2024-03-01 07:00:00,879.27,880.315,873.455,873.703,1163
2024-03-01 08:00:00,873.703,873.803,867.242,867.59,2507
2024-03-01 09:00:00,867.59,872.366,867.342,870.676,2156
2024-03-01 10:00:00,870.676,872.468,869.684,871.028,1765
