ticker_lutessia,symbole_mt5,datetime,open,high,low,close,tick_volume
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-20 21:00:00,15738.83,15742.93,15454.63,15467.93,42366
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-23 21:00:00,15526.64,15587.34,14838.34,15101.14,48278
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-24 21:00:00,15236.49,15262.99,14980.19,15252.49,46996
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-25 21:00:00,15190.42,15553.42,15130.92,15414.42,38692
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-26 21:00:00,15412.38,15584.73,15044.03,15405.03,48945
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-27 21:00:00,15472.87,15509.42,15120.12,15318.42,43932
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-30 21:00:00,15405.67,15567.47,15336.97,15528.27,35142
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-01-31 21:00:00,15538.21,15686.41,15480.21,15614.71,30667
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-01 21:00:00,15675.65,15737.35,15588.85,15634.65,28576
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-02 21:00:00,15557.98,15601.68,15309.98,15323.98,33621
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-03 21:00:00,15408.65,15500.15,15057.35,15209.15,36159
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-06 21:00:00,15120.98,15259.48,15075.18,15244.98,33879
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-07 21:00:00,15221.89,15341.09,15158.59,15241.39,31021
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-08 21:00:00,15303.15,15518.75,15291.25,15503.75,24743
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-09 21:00:00,15525.23,15615.43,15392.73,15399.73,34235
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-10 21:00:00,15348.96,15507.26,15154.56,15169.06,37756
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-13 21:00:00,15243.53,15244.43,14836.23,15050.03,40916
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-14 21:00:00,15093.71,15420.91,15005.71,15408.71,34707
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-15 21:00:00,15401.7,15537.4,15319.9,15421.2,32386
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-16 21:00:00,15396.01,15433.36,15174.71,15176.71,33128
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-17 21:00:00,15178.9,15352.9,14981.15,15085.0,36266
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-20 21:00:00,14943.82,15228.82,14429.42,14501.42,36001
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-21 21:00:00,14430.54,14777.29,14300.04,14675.64,43820
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-22 21:00:00,14740.32,14895.62,14501.97,14525.97,35278
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-23 21:00:00,14489.7,14495.2,13786.2,14240.3,56246
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-24 21:00:00,14258.85,14605.45,14019.1,14537.45,43652
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-27 21:00:00,14196.07,14511.32,13935.57,14247.67,45808
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-02-28 21:00:00,14315.39,14469.39,13755.99,13787.99,44102
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-01 21:00:00,13853.09,14111.84,13704.34,13981.19,41721
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-02 21:00:00,13972.47,14065.97,13626.57,13639.07,39890
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-03 21:00:00,13590.26,13607.26,13007.86,13008.36,46344
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-06 21:00:00,12820.74,13141.99,12427.49,12589.84,47911
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-07 21:00:00,12605.07,13336.32,12462.57,13082.67,70284
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-08 21:00:00,13041.95,13988.55,12966.45,13858.05,65362
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-09 21:00:00,13838.9,13849.95,13335.7,13551.55,57039
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-10 21:00:00,13512.27,14094.52,13271.77,13557.87,58933
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-13 21:00:00,13762.87,14079.62,13676.87,13891.37,60745
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-14 21:00:00,13882.17,14007.77,13571.92,13979.67,59577
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-15 21:00:00,13976.36,14556.61,13926.86,14500.36,48773
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-16 21:00:00,14476.82,14530.32,14242.57,14374.47,34822
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-17 21:00:00,14386.43,14494.03,14102.68,14460.83,48892
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-20 21:00:00,14417.02,14456.7,14224.27,14315.52,38508
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-21 21:00:00,14246.08,14526.68,14229.58,14502.08,31386
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-22 21:00:00,14502.47,14582.97,14197.07,14200.47,36266
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-23 21:00:00,14243.9,14378.15,14188.15,14336.9,37165
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-24 21:00:00,14298.27,14430.82,14245.32,14380.97,36649
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-27 21:00:00,14327.17,14631.92,14300.67,14537.17,38576
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-28 21:00:00,14539.9,14930.25,14528.5,14859.5,46240
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-29 21:00:00,14824.19,14830.69,14530.29,14599.19,38165
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-30 21:00:00,14626.1,14735.35,14327.1,14338.6,38018
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-03-31 21:00:00,14397.55,14510.8,14364.05,14478.05,37513
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-03 21:00:00,14444.63,14571.63,14335.88,14561.13,32746
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-04 21:00:00,14540.9,14609.65,14341.5,14375.4,35193
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-05 21:00:00,14389.47,14442.72,14030.72,14148.97,48278
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-06 21:00:00,14083.55,14322.6,14039.6,14203.85,43825
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-07 21:00:00,14220.45,14329.2,14144.95,14231.95,37721
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-10 21:00:00,14183.24,14308.99,14063.84,14074.34,41268
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-11 21:00:00,14063.33,14186.58,13887.58,14017.93,46644
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-12 21:00:00,14073.45,14153.95,13964.7,14104.95,37775
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-13 21:00:00,14112.59,14208.34,14043.84,14101.89,38328
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-18 21:00:00,14175.62,14248.22,13995.87,14247.22,38521
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-19 21:00:00,14197.81,14386.91,14143.56,14345.41,38069
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-20 21:00:00,14361.18,14607.43,14309.18,14339.68,36872
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-21 21:00:00,14304.5,14381.25,14050.6,14069.6,43300
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-24 21:00:00,14045.73,14112.83,13862.23,14095.33,55621
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-25 21:00:00,14083.24,14172.74,13638.74,13638.74,46657
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-26 21:00:00,13643.8,13859.05,13569.55,13751.9,58962
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-27 21:00:00,13822.22,14130.62,13770.02,14105.02,48783
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-04-28 21:00:00,14080.36,14197.61,13886.96,13910.96,48934
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-01 21:00:00,13927.52,14035.77,13800.27,13956.62,56052
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-02 21:00:00,13957.6,14076.35,13915.35,14012.2,51043
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-03 21:00:00,14027.86,14263.46,13959.61,14253.36,45524
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-04 21:00:00,14220.5,14311.75,13785.6,13860.5,57187
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-05 21:00:00,13814.15,13892.15,13581.9,13668.15,67155
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-08 21:00:00,13532.58,13687.33,13336.33,13383.58,64457
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-09 21:00:00,13357.1,13715.35,13264.1,13578.6,64993
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-10 21:00:00,13584.89,13868.64,13501.64,13601.89,61116
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-11 21:00:00,13616.26,13800.01,13470.01,13714.26,68760
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-12 21:00:00,13768.9,14054.65,13763.9,14039.9,48801
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-15 21:00:00,14067.68,14087.63,13850.88,13995.73,51946
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-16 21:00:00,14000.29,14238.29,13984.79,14238.29,45548
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-17 21:00:00,14239.09,14253.09,13858.19,13871.09,44899
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-18 21:00:00,13831.09,13967.29,13667.44,13892.79,61161
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-19 21:00:00,13941.32,14145.07,13837.42,14018.97,54702
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-22 21:00:00,14092.93,14213.43,14009.68,14156.43,51919
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-23 21:00:00,14087.1,14126.7,13893.95,14002.3,51066
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-24 21:00:00,14018.29,14090.89,13856.54,14042.79,49057
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-25 21:00:00,14080.52,14282.12,13972.52,14256.02,41601
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-26 21:00:00,14245.78,14490.53,14211.78,14485.28,37010
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-29 21:00:00,14505.9,14597.9,14476.9,14573.4,23872
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-30 21:00:00,14560.62,14577.12,14348.37,14404.12,49514
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-05-31 21:00:00,14462.25,14493.25,14303.0,14354.25,45913
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-01 21:00:00,14353.42,14598.92,14319.42,14594.42,38410
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-02 21:00:00,14600.63,14635.63,14433.88,14480.73,39050
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-05 21:00:00,14504.67,14707.42,14479.17,14614.17,36373
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-06 21:00:00,14587.38,14602.98,14451.63,14600.88,39785
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-07 21:00:00,14583.55,14626.05,14349.15,14373.65,40897
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-08 21:00:00,14380.71,14420.96,14084.81,14087.81,44556
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-09 21:00:00,14084.27,14128.37,13738.12,13780.97,50593
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-12 21:00:00,13605.39,13657.89,13376.64,13451.89,56488
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-13 21:00:00,13487.15,13604.15,13218.25,13316.65,53894
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-14 21:00:00,13353.43,13619.03,13301.43,13551.43,54174
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-15 21:00:00,13622.16,13671.16,12944.76,12990.66,38094
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-16 21:00:00,13036.23,13237.48,12998.73,13147.73,54968
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-19 21:00:00,13174.0,13292.25,13057.5,13265.5,28592
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-20 21:00:00,13266.92,13442.67,13230.02,13251.02,33905
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-21 21:00:00,13203.19,13224.69,12966.94,13107.19,42128
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-22 21:00:00,13077.22,13158.72,12834.82,12972.72,42982
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-23 21:00:00,12942.13,13232.63,12903.88,13232.13,36128
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-26 21:00:00,13172.61,13384.86,13122.71,13154.11,40405
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-27 21:00:00,13194.42,13365.17,13109.52,13115.92,42126
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-28 21:00:00,13143.71,13173.71,12944.46,12996.71,44069
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-29 21:00:00,12985.15,13006.65,12617.9,12843.15,49903
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-06-30 21:00:00,12838.11,12928.11,12624.36,12923.11,51547
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-03 21:00:00,12865.85,12965.35,12740.1,12791.45,26688
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-04 21:00:00,12877.04,12910.04,12385.79,12562.14,50421
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-05 21:00:00,12568.84,12687.94,12452.34,12649.84,48238
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-06 21:00:00,12632.8,12876.9,12614.8,12872.4,37746
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-07 21:00:00,12844.82,13021.07,12765.57,12973.32,41623
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-10 21:00:00,12951.21,12973.21,12772.96,12841.21,38829
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-11 21:00:00,12837.75,12943.85,12652.0,12820.25,44281
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-12 21:00:00,12815.56,12869.06,12621.31,12788.06,48096
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-13 21:00:00,12680.14,12811.64,12433.89,12604.74,51570
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-14 21:00:00,12626.13,12882.88,12532.38,12863.63,44481
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-17 21:00:00,12876.19,13067.94,12837.29,12866.19,41641
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-18 21:00:00,12869.51,13366.76,12825.76,13330.11,39083
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-19 21:00:00,13345.07,13450.57,13127.82,13212.67,46858
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-20 21:00:00,13196.77,13371.77,13102.02,13251.27,52155
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-21 21:00:00,13194.47,13371.72,13156.07,13182.97,44846
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-24 21:00:00,13197.06,13342.41,13135.16,13234.66,36891
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-25 21:00:00,13196.35,13210.35,13037.1,13082.35,38441
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-26 21:00:00,13182.49,13264.59,13093.74,13248.09,37172
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-27 21:00:00,13222.27,13355.37,13097.52,13344.27,41956
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-28 21:00:00,13396.5,13556.6,13344.25,13552.5,39756
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-07-31 21:00:00,13487.24,13577.49,13425.24,13490.24,38770
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-01 21:00:00,13444.97,13513.07,13336.72,13422.97,44040
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-02 21:00:00,13409.82,13649.92,13386.32,13631.32,36389
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-03 21:00:00,13628.06,13799.31,13616.31,13659.66,39085
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-04 21:00:00,13661.27,13697.52,13561.52,13629.67,37644
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-07 21:00:00,13619.35,13751.6,13599.75,13640.45,37197
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-08 21:00:00,13681.44,13687.94,13515.19,13532.44,36174
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-09 21:00:00,13520.01,13729.11,13455.76,13727.11,35457
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-10 21:00:00,13739.77,13801.77,13633.37,13666.77,39896
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-11 21:00:00,13672.94,13888.04,13656.44,13888.04,31081
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-14 21:00:00,13871.68,13875.68,13736.43,13861.28,26659
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-15 21:00:00,13826.78,13976.38,13818.78,13941.38,32691
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-16 21:00:00,13953.48,13965.48,13606.73,13660.98,40611
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-17 21:00:00,13636.52,13784.32,13611.07,13702.57,34700
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-18 21:00:00,13677.31,13690.31,13509.91,13536.91,37484
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-21 21:00:00,13498.01,13533.01,13182.11,13207.61,36552
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-22 21:00:00,13234.57,13300.32,13121.07,13153.17,37533
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-23 21:00:00,13152.26,13243.01,13081.01,13189.36,34553
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-24 21:00:00,13200.01,13371.01,13194.51,13347.11,33406
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-25 21:00:00,13321.76,13377.51,12855.86,12859.86,43413
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-28 21:00:00,12725.02,12945.62,12704.52,12911.62,44461
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-29 21:00:00,12918.22,13156.97,12879.97,12928.32,46992
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-30 21:00:00,12934.48,13050.48,12796.58,12816.08,48806
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-08-31 21:00:00,12757.23,12786.33,12603.98,12785.33,46792
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-01 21:00:00,12777.47,13057.22,12634.57,12693.07,50055
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-04 21:00:00,12721.92,12795.17,12594.42,12740.02,29940
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-05 21:00:00,12752.15,12928.9,12722.15,12811.25,49675
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-06 21:00:00,12784.44,12993.04,12699.44,12990.04,43922
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-07 21:00:00,12980.75,13038.75,12685.5,12858.85,49477
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-08 21:00:00,12879.55,13136.65,12871.55,13125.65,40690
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-11 21:00:00,13143.5,13445.75,13143.5,13405.1,40032
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-12 21:00:00,13413.87,13571.12,13066.97,13072.47,46295
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-13 21:00:00,13086.74,13195.49,12950.49,13067.84,50142
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-14 21:00:00,13072.99,13111.74,12904.59,12932.09,35621
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-15 21:00:00,12864.76,12891.26,12687.51,12760.36,45414
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-18 21:00:00,12771.32,12873.92,12601.07,12869.92,32432
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-19 21:00:00,12905.1,12937.35,12534.2,12629.7,43769
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-20 21:00:00,12643.68,12857.28,12512.93,12587.28,45721
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-21 21:00:00,12509.62,12779.37,12443.12,12581.22,55964
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-22 21:00:00,12600.39,12616.39,12174.64,12297.99,52531
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-25 21:00:00,12289.8,12364.55,12161.3,12218.4,57590
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-26 21:00:00,12273.73,12409.48,11978.48,12095.33,56584
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-27 21:00:00,12132.41,12315.01,11854.16,12286.01,63165
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-28 21:00:00,12274.89,12291.89,11859.14,11995.49,59883
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-09-29 21:00:00,12016.32,12132.07,11912.82,11967.92,62987
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-02 21:00:00,11868.51,12267.61,11803.01,12216.11,54387
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-03 21:00:00,12266.66,12668.91,12266.66,12646.76,55089
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-04 21:00:00,12602.95,12657.05,12447.7,12592.55,55653
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-05 21:00:00,12661.96,12694.96,12410.71,12426.56,58181
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-06 21:00:00,12413.99,12490.74,12187.59,12236.09,54497
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-09 21:00:00,12165.77,12404.52,12112.77,12292.37,54877
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-10 21:00:00,12276.02,12309.02,12088.77,12143.12,65924
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-11 21:00:00,12141.82,12293.57,12094.07,12154.92,63965
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-12 21:00:00,12178.42,12488.52,11987.67,12461.52,63787
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-13 21:00:00,12428.5,12673.75,12348.1,12357.1,68027
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-16 21:00:00,12395.9,12713.65,12365.4,12636.0,52712
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-17 21:00:00,12722.25,12928.0,12647.25,12809.85,59094
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-18 21:00:00,12882.05,12940.05,12662.15,12728.65,57828
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-19 21:00:00,12713.7,12814.95,12620.95,12657.8,59589
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-20 21:00:00,12613.86,12842.96,12537.11,12842.46,58964
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-23 21:00:00,12904.41,13018.81,12738.81,12923.81,61715
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-24 21:00:00,12931.75,13093.75,12780.75,13090.75,48841
DAX40 FULL0926|DAX40 PERF INDEX,GER30.p,2022-10-25 21:00:00,13032.8,13214.6,13012.6,13128.6,53162
