config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,seuil_declenchement
Sequentiel_seuil12000,3000.0,600,17738260.30378534,17601578.78872117,0.0,2.0,8.333333333333332,1657.3783333333333,0.42906608478296027,12000.0
Sequentiel_seuil12000,5000.0,600,17827775.982412744,17662865.882495895,0.0,0.16666666666666669,8.333333333333332,1657.3783333333333,0.46954313237758954,12000.0
