date_creation,ticker,rr_tp1,rr_tp2,statut_final,r_trailing,resolution_time_est,prix_entree,stop_loss_init
2021-04-22 05:34:38,GOLD - NZD,1.093749999999944,12.198369565217146,INVALIDÉE,-1.0,2021-04-22 14:12:34,2495.42,2488.06
2021-04-23 12:43:32,GOLD - AUD,1.7417910447761775,14.794029850746654,INVALIDÉE,-1.0,2021-04-23 21:21:28,2317.85,2311.15
2021-04-23 12:43:34,GOLD - NZD,4.013265306122367,8.912244897958987,INVALIDÉE,-1.0,2021-04-23 21:21:30,2497.86,2488.06
2021-04-28 06:31:52,GOLD - USD,1.0517598343685308,4.180124223602559,OBJECTIF ATTEINT,1.0517598343685308,2021-04-28 15:09:48,1768.74,1773.57
2021-04-28 07:33:46,GOLD - GBP,1.807471264367796,3.764367816091908,INVALIDÉE,-1.0,2021-04-28 16:11:42,1274.07,1277.55
2021-05-10 10:32:34,SILVER - CHF,1.8387096774193308,6.709677419354784,INVALIDÉE,-1.0,2021-05-10 19:10:30,25.01,24.7
2021-05-10 10:32:36,SILVER - CAD,2.791666666666733,9.666666666666874,INVALIDÉE,-1.0,2021-05-10 19:10:32,33.66,33.42
2021-05-10 10:32:36,SILVER - NZD,1.0,17.49999999999975,OBJECTIF ATTEINT,1.0,2021-05-10 19:10:32,38.07,37.97
2021-05-10 10:32:53,SILVER - USD,2.294117647058783,4.529411764705834,INVALIDÉE,-1.0,2021-05-10 19:10:49,27.76,27.59
2021-05-10 23:30:49,GOLD - NZD,1.225581395348846,11.260465116279208,INVALIDÉE,-1.0,2021-05-11 08:08:45,2526.31,2517.71
2021-05-11 21:31:02,GOLD - AUD,1.0255144032921764,6.102880658436138,OBJECTIF ATTEINT,1.0255144032921764,2021-05-12 06:08:58,2342.82,2330.67
2021-05-14 19:42:30,GOLD - GBP,3.4560000000000097,6.6,OBJECTIF ATTEINT,3.4560000000000097,2021-05-15 04:20:26,1307.2,1303.45
2021-05-17 02:53:31,SILVER - CHF,3.150000000000006,10.70000000000004,OBJECTIF ATTEINT,3.150000000000006,2021-05-17 11:31:27,24.95,24.75
