config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B
Config2_AB_metaux,3000.0,600,17899592.99149403,17698896.6084668,0.0,3.6666666666666665,7.333333333333333,1657.5066666666667,0.41596429074031493
Config2_AB_metaux,5000.0,600,18100571.314306684,17913424.205161694,0.0,0.16666666666666669,7.333333333333333,1657.3783333333333,0.47662703238888315
