config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,max_positions,B_trades_admitted_moy,B_cap_blocked_moy,B_corr_blocked_moy,B_cap_blocked_pct,B_corr_blocked_pct,B_rythme_mensuel_admis
Config2_AB_maxpos5,3000.0,600,24030284.865623463,23839601.33029758,1.3333333333333335,6.5,9.166666666666666,6727.85,0.6953860119341306,5,23580.416666666668,23.536666666666665,7355.763333333333,0.07602352088708822,23.75914292927961,363.10106475548145
Config2_AB_maxpos5,5000.0,600,24339101.054383263,24008678.925438143,0.16666666666666669,3.3333333333333335,8.0,6802.45,0.6928850590943616,5,23849.413333333334,23.906666666666666,7437.153333333334,0.07635357796145315,23.752925272502,367.2431873253686
