config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B
A_seul_sans_metaux,3000.0,600,6903669.091257221,6842078.615162594,1.1666666666666667,1.6666666666666667,21.5,0.0,-7.28148794003428e-17
Config2_AB_metaux,3000.0,600,12293826.19559194,12059905.251898322,4.666666666666667,13.0,21.833333333333332,5306.21,0.6300463002936513
