config,ceiling,bb_threshold,use_any_rr,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,annee1_neg_pre,annee1_neg_post,bb_instant_opens_moy,bb_classic_opens_moy,corr_swap_admits_moy,instant_trades_total,instant_risk_capped_pct
REF_echelonne,960.0,5000.0,True,5,6858277.73020637,7797239.405179409,0.0,0.0,20.0,0.0,20.0,9.8,0.0,472.8,21191,100.0
REF_echelonne,3000.0,0.0,True,5,7230368.875203254,8330776.781955131,0.0,0.0,0.0,0.0,0.0,9.4,0.0,494.2,23676,99.98732894069944
