date_creation,ticker,asset_class,timeframe,prix_entree,stop_loss_init,tp1_init,tp2_init,rr_tp1,rr_tp2,statut_final,score_force
2025-11-14 09:07:13,ALLIANZ,Actions Europe,1H,367.7,365.5,371.1,377.5,1.545454545454569,4.454545454545483,INVALIDÉE,8.6
2025-10-29 15:09:37,SANOFI,Actions Europe,1H,88.37,87.59,89.2,91.15,1.0641025641025603,3.5641025641025603,SEUIL PRÉSERVÉ,8.4
2025-10-23 10:07:25,LVMH,Actions Europe,1H,625.3,607.5,665.8,684.7,2.27528089887641,3.337078651685407,SEUIL PRÉSERVÉ,8.4
2025-10-17 10:06:52,SIEMENS,Actions Europe,1H,237.0,243.0,230.64,225.36,1.0600000000000025,1.9399999999999975,SEUIL PRÉSERVÉ,7.3
2025-10-17 09:06:48,SAP,Actions Europe,1H,228.8,232.0,224.53,221.92,1.334375000000008,2.150000000000015,INVALIDÉE,7.5
2025-10-08 14:55:43,LVMH .3,Actions Europe,Journalier,573.4,558.7,601.5,626.2,1.9115646258503505,3.591836734693899,INVALIDÉE,8.9
2025-10-08 08:11:55,SAP,Actions Europe,1H,238.3,234.78,247.75,256.43,2.68465909090908,5.150568181818166,SEUIL PRÉSERVÉ,8.9
2025-10-08 08:11:51,LVMH .3,Actions Europe,1H,564.9,558.7,577.7,601.5,2.064516129032292,5.903225806451681,OBJECTIF ATTEINT,8.9
2025-10-07 09:49:07,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,Journalier,515.0,504.0,,,,,INVALIDÉE,8.6
2025-10-06 14:07:17,ALLIANZ,Actions Europe,1H,364.2,362.2,366.5,376.4,1.1500000000000057,6.099999999999994,INVALIDÉE,8.0
2025-09-26 09:48:59,SANOFI,Actions Europe,Journalier,77.27,78.7,74.9,68.08,1.6573426573426426,6.426573426573395,INVALIDÉE,8.4
2025-09-25 12:09:11,SIEMENS,Actions Europe,1H,221.25,224.57,213.85,198.47,2.228915662650609,6.861445783132544,INVALIDÉE,8.4
2025-09-23 10:08:32,LVMH,Actions Europe,1H,519.6,515.02,525.25,559.04,1.2336244541484556,8.611353711790303,INVALIDÉE,8.2
2025-09-19 13:07:28,SANOFI INHABER,Actions Europe,1H,81.14,79.93,82.45,84.42,1.082644628099181,2.7107438016529075,INVALIDÉE,7.7
2025-09-18 08:53:32,LVMH,Actions Europe,Journalier,518.0,489.58,559.04,626.31,1.4440534834623484,3.811048557353972,OBJECTIF ATTEINT,7.3
2025-09-18 08:52:27,LVMH .3,Actions Europe,Journalier,520.0,478.28,563.93,601.46,1.0529721955896434,1.9525407478427608,OBJECTIF ATTEINT,7.3
2025-09-16 09:08:50,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,485.0,482.0,,,,,INVALIDÉE,8.4
2025-09-15 10:51:04,SAP,Actions Europe,Journalier,218.4,233.8,196.62,166.01,1.414285714285714,3.401948051948052,INVALIDÉE,7.9
2025-09-11 14:06:50,SAP,Actions Europe,1H,220.9,227.9,212.48,194.7,1.202857142857145,3.742857142857145,OBJECTIF ATTEINT,7.5
2025-09-11 11:09:00,SIEMENS HEALTH,Actions Europe,1H,48.27,47.64,48.95,49.43,1.0793650793650746,1.8412698412698283,SEUIL PRÉSERVÉ,8.4
2025-09-10 14:07:11,ALLIANZ,Actions Europe,1H,350.7,354.9,342.9,333.0,1.857142857142865,4.214285714285723,SEUIL PRÉSERVÉ,8.2
2025-09-09 12:47:07,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,Journalier,469.0,456.0,,,,,OBJECTIF ATTEINT,8.2
2025-09-08 14:09:10,ALLIANZ TECHNOLOGY TRUST [CBOE],Actions Europe,1H,469.5,465.0,,,,,OBJECTIF ATTEINT,8.8
2025-09-03 11:08:09,LVMH .3,Actions Europe,1H,521.6,498.48,545.4,563.93,1.0294117647058805,1.8308823529411729,INVALIDÉE,8.9
2025-09-02 12:12:45,LVMH,Actions Europe,1H,516.8,508.22,525.5,558.59,1.013986013986028,4.870629370629421,INVALIDÉE,8.4
