date_creation,ticker,asset_class,timeframe,prix_entree,stop_loss_init,tp1_init,tp2_init,rr_tp1,rr_tp2,statut_final,score_force,case,tp1_time,sl_time,resolution_time,resolution_verifiee,resolution_time_est,payoff_bucket,r_realiste,r_trailing
2021-10-26 04:50:21,NATURAL GAS,FX/Indices,Journalier,6.22,6.102,6.439,7.259,1.855932203389842,8.805084745762759,INVALIDÉE,8.4,hors_couverture_historique,,,,False,2021-10-26 12:19:12,,-1.0,-1.0
2021-12-02 21:31:28,NATURAL GAS,FX/Indices,1H,4.112,4.139,4.041,3.798,2.6296296296296067,11.629629629629571,INVALIDÉE,7.9,hors_couverture_historique,,,,False,2021-12-03 05:00:19,,-1.0,-1.0
2021-12-03 21:30:47,NATURAL GAS,FX/Indices,1H,4.097,4.139,4.041,3.798,1.3333333333333404,7.11904761904766,OBJECTIF ATTEINT,8.0,hors_couverture_historique,,,,False,2021-12-04 04:59:38,hors_couverture,1.3333333333333404,1.3333333333333404
2021-12-10 11:32:40,PALLADIUM,FX/Indices,1H,1777.0,1799.64,1750.25,1727.08,1.181537102473493,2.204946996466425,OBJECTIF ATTEINT,7.9,hors_couverture_historique,,,,False,2021-12-10 19:01:31,hors_couverture,1.181537102473493,1.181537102473493
2022-01-07 04:30:25,NATURAL GAS,FX/Indices,1H,3.861,3.822,3.931,4.031,1.794871794871784,4.358974358974329,OBJECTIF ATTEINT,7.0,hors_couverture_historique,,,,False,2022-01-07 11:59:16,hors_couverture,1.794871794871784,1.794871794871784
2022-01-07 20:36:17,NATURAL GAS,FX/Indices,1H,3.923,3.867,4.031,4.077,1.9285714285714208,2.749999999999996,OBJECTIF ATTEINT,7.9,hors_couverture_historique,,,,False,2022-01-08 04:05:08,hors_couverture,1.9285714285714208,1.9285714285714208
2022-01-12 01:30:36,NATURAL GAS,FX/Indices,1H,4.22,4.051,4.393,4.543,1.0236686390532572,1.9112426035503027,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2022-01-12 08:59:27,hors_couverture,1.0236686390532572,1.0236686390532572
2022-01-26 06:40:20,NATURAL GAS,FX/Indices,1H,3.914,3.891,3.978,4.067,2.7826086956521605,6.652173913043441,OBJECTIF ATTEINT,8.0,hors_couverture_historique,,,,False,2022-01-26 14:09:11,hors_couverture,2.7826086956521605,2.7826086956521605
2022-01-27 09:32:55,NATURAL GAS,FX/Indices,1H,4.103,4.04,4.194,4.335,1.4444444444444535,3.682539682539702,OBJECTIF ATTEINT,7.1,hors_couverture_historique,,,,False,2022-01-27 17:01:46,hors_couverture,1.4444444444444535,1.4444444444444535
2022-02-08 08:42:09,PLATINUM,FX/Indices,1H,1011.2,1020.9,991.1,970.96,2.0721649484536253,4.148453608247452,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2022-02-08 16:11:00,,-1.0,-1.0
2022-02-14 20:45:59,PALLADIUM,FX/Indices,1H,2366.0,2355.5,2393.17,2424.0,2.5876190476190546,5.523809523809524,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2022-02-15 04:14:50,,-1.0,-1.0
2022-03-08 12:42:09,PLATINUM,FX/Indices,1H,1150.0,1138.5,1165.3,1247.5,1.3304347826086915,8.478260869565217,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2022-03-08 20:11:00,hors_couverture,1.3304347826086915,1.3304347826086915
2022-03-22 05:39:57,PALLADIUM,FX/Indices,1H,2580.0,2530.33,2639.0,2717.4,1.1878397422991729,2.766257298167906,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2022-03-22 13:08:48,,-1.0,-1.0
2022-03-22 06:40:20,NATURAL GAS,FX/Indices,1H,4.961,4.837,5.09,5.316,1.040322580645153,2.862903225806435,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2022-03-22 14:09:11,hors_couverture,1.040322580645153,1.040322580645153
2022-03-24 08:33:12,NATURAL GAS,FX/Indices,1H,5.211,5.113,5.33,5.501,1.2142857142857135,2.959183673469392,OBJECTIF ATTEINT,7.3,hors_couverture_historique,,,,False,2022-03-24 16:02:03,hors_couverture,1.2142857142857135,1.2142857142857135
2022-03-24 09:32:52,PLATINUM,FX/Indices,1H,1017.5,1028.65,1002.3,983.7,1.3632286995515626,3.031390134529119,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2022-03-24 17:01:43,,-1.0,-1.0
2022-05-03 02:39:50,PLATINUM,FX/Indices,1H,935.9,932.32,942.4,953.34,1.815642458100596,4.871508379888383,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2022-05-03 10:08:41,hors_couverture,1.815642458100596,1.815642458100596
2022-06-14 15:38:55,PLATINUM,FX/Indices,1H,917.3,923.3,903.25,851.77,2.3416666666666592,10.921666666666662,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2022-06-14 23:07:46,,-1.0,-1.0
2022-06-27 12:40:46,PALLADIUM,FX/Indices,1H,1924.0,1899.5,1948.77,2002.53,1.0110204081632646,3.2053061224489783,INVALIDÉE,8.9,hors_couverture_historique,,,,False,2022-06-27 20:09:37,,-1.0,-1.0
2022-06-27 14:45:37,PLATINUM,FX/Indices,1H,891.4,903.25,865.43,851.77,2.191561181434597,3.344303797468348,INVALIDÉE,7.9,hors_couverture_historique,,,,False,2022-06-27 22:14:28,,-1.0,-1.0
2022-06-28 07:40:38,PALLADIUM,FX/Indices,1H,1899.5,1884.5,1924.5,1950.0,1.6666666666666667,3.3666666666666667,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2022-06-28 15:09:29,,-1.0,-1.0
2022-06-30 23:11:59,PLATINUM,FX/Indices,Journalier,882.9,902.15,850.67,833.17,1.6742857142857153,2.5833766233766244,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2022-07-01 06:40:50,hors_couverture,1.6742857142857153,1.6742857142857153
2022-07-01 13:05:58,PLATINUM,FX/Indices,Journalier,853.7,870.03,833.17,829.17,1.2571953459889882,1.5021432945499202,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2022-07-01 20:34:49,,-1.0,-1.0
2022-07-05 09:06:27,PLATINUM,FX/Indices,Journalier,856.3,884.8,801.87,732.43,1.909824561403507,4.346315789473684,INVALIDÉE,8.8,hors_couverture_historique,,,,False,2022-07-05 16:35:18,,-1.0,-1.0
2022-07-29 17:35:03,PLATINUM,FX/Indices,1H,891.2,881.34,902.18,931.22,1.1135902636916724,4.058823529411757,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2022-07-30 01:03:54,hors_couverture,1.1135902636916724,1.1135902636916724
2022-08-01 23:29:37,PALLADIUM,FX/Indices,1H,2207.0,2189.47,2247.4,2361.47,2.3046206503137268,8.811751283513864,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2022-08-02 06:58:28,,-1.0,-1.0
2022-08-02 19:34:59,NATURAL GAS,FX/Indices,1H,7.668,7.751,7.575,7.144,1.1204819277108404,6.313253012048179,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2022-08-03 03:03:50,,-1.0,-1.0
2022-08-16 02:31:02,NATURAL GAS,FX/Indices,1H,8.838,8.732,8.994,9.242,1.4716981132075544,3.8113207547170016,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2022-08-16 09:59:53,hors_couverture,1.4716981132075544,1.4716981132075544
2022-09-07 11:31:11,PLATINUM,FX/Indices,1H,841.0,835.11,850.67,868.8,1.6417657045840377,4.719864176570462,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2022-09-07 19:00:02,hors_couverture,1.6417657045840377,1.6417657045840377
2022-09-12 05:49:24,PALLADIUM,FX/Indices,Journalier,2160.5,2086.43,2256.9,2436.43,1.30147158093695,3.7252598892939006,INVALIDÉE,6.8,hors_couverture_historique,,,,False,2022-09-12 13:18:15,,-1.0,-1.0
2022-09-14 02:29:37,NATURAL GAS,FX/Indices,1H,8.436,8.301,8.623,8.995,1.3851851851851829,4.140740740740742,OBJECTIF ATTEINT,8.2,hors_couverture_historique,,,,False,2022-09-14 09:58:28,hors_couverture,1.3851851851851829,1.3851851851851829
2022-09-19 12:31:21,PLATINUM,FX/Indices,1H,909.3,903.42,919.1,931.22,1.6666666666666796,3.7278911564626,OBJECTIF ATTEINT,7.7,hors_couverture_historique,,,,False,2022-09-19 20:00:12,hors_couverture,1.6666666666666796,1.6666666666666796
2022-09-21 08:31:24,PLATINUM,FX/Indices,1H,932.4,918.84,947.87,959.4,1.1408554572271452,1.991150442477884,INVALIDÉE,8.4,hors_couverture_historique,,,,False,2022-09-21 16:00:15,,-1.0,-1.0
2022-09-27 22:29:35,PLATINUM,FX/Indices,1H,849.3,864.4,826.17,817.3,1.531788079470196,2.1192052980132416,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2022-09-28 05:58:26,,-1.0,-1.0
2022-10-17 03:29:36,PLATINUM,FX/Indices,1H,905.8,903.19,912.31,922.32,2.4942528735633105,6.329501915709091,OBJECTIF ATTEINT,7.9,hors_couverture_historique,,,,False,2022-10-17 10:58:27,hors_couverture,2.4942528735633105,2.4942528735633105
2022-10-28 15:37:12,PALLADIUM,FX/Indices,1H,1891.0,1905.0,1876.0,1787.9,1.0714285714285714,7.364285714285708,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2022-10-28 23:06:03,,-1.0,-1.0
2022-11-04 20:48:55,PLATINUM,FX/Indices,Journalier,967.4,950.5,997.67,1018.25,1.791124260355031,3.008875739644976,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2022-11-05 04:17:46,hors_couverture,1.791124260355031,1.791124260355031
2022-11-18 17:35:25,PALLADIUM,FX/Indices,1H,1944.5,1973.2,1905.7,1847.5,1.3519163763066164,3.379790940766545,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2022-11-19 01:04:16,hors_couverture,1.3519163763066164,1.3519163763066164
2022-12-11 23:29:26,NATURAL GAS,FX/Indices,1H,6.879,6.81,7.045,7.383,2.4057971014492825,7.304347826086968,INVALIDÉE,8.8,hors_couverture_historique,,,,False,2022-12-12 06:58:17,,-1.0,-1.0
2022-12-13 11:31:06,NATURAL GAS,FX/Indices,1H,6.849,6.77,7.045,7.213,2.481012658227825,4.607594936708823,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2022-12-13 18:59:57,,-1.0,-1.0
2022-12-19 16:37:39,PLATINUM,FX/Indices,1H,992.7,996.84,985.0,950.5,1.8599033816425288,10.19323671497589,INVALIDÉE,7.9,hors_couverture_historique,,,,False,2022-12-20 00:06:30,,-1.0,-1.0
2022-12-27 13:30:50,PALLADIUM,FX/Indices,1H,1788.5,1777.17,1803.3,1870.0,1.306266548985,7.193292144748502,OBJECTIF ATTEINT,8.2,hors_couverture_historique,,,,False,2022-12-27 20:59:41,hors_couverture,1.306266548985,1.306266548985
2022-12-27 14:30:44,PALLADIUM,FX/Indices,1H,1786.0,1777.17,1803.3,1870.0,1.959229898074756,9.513023782559534,OBJECTIF ATTEINT,8.2,hors_couverture_historique,,,,False,2022-12-27 21:59:35,hors_couverture,1.959229898074756,1.959229898074756
2022-12-27 17:34:13,PALLADIUM,FX/Indices,1H,1832.5,1803.3,1870.0,1907.58,1.2842465753424637,2.5712328767123225,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2022-12-28 01:03:04,,-1.0,-1.0
2022-12-29 18:34:53,PALLADIUM,FX/Indices,1H,1814.5,1803.3,1840.0,1870.0,2.276785714285705,4.955357142857123,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2022-12-30 02:03:44,,-1.0,-1.0
2022-12-30 14:30:51,PALLADIUM,FX/Indices,1H,1799.0,1777.17,1840.0,1890.67,1.8781493357764607,4.199267063673861,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2022-12-30 21:59:42,,-1.0,-1.0
2023-01-03 05:29:01,PALLADIUM,FX/Indices,1H,1803.0,1773.67,1842.0,1935.33,1.32969655642687,4.511762700306861,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2023-01-03 12:57:52,,-1.0,-1.0
2023-01-10 04:51:04,PLATINUM,FX/Indices,Journalier,1092.3,1063.74,1121.37,1152.99,1.0178571428571426,2.1250000000000058,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2023-01-10 12:19:55,,-1.0,-1.0
2023-01-18 19:35:35,PALLADIUM,FX/Indices,1H,1707.0,1731.0,1675.1,1611.75,1.3291666666666704,3.96875,OBJECTIF ATTEINT,7.7,hors_couverture_historique,,,,False,2023-01-19 03:04:26,hors_couverture,1.3291666666666704,1.3291666666666704
2023-02-02 08:33:46,PALLADIUM,FX/Indices,1H,1677.5,1664.9,1703.75,1728.0,2.0833333333333486,4.007936507936537,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-02-02 16:02:37,,-1.0,-1.0
2023-02-24 17:36:49,PALLADIUM,FX/Indices,1H,1375.0,1411.67,1330.83,1248.17,1.2045268611944364,3.458685574038715,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2023-02-25 01:05:40,,-1.0,-1.0
2023-03-01 05:31:00,NATURAL GAS,FX/Indices,1H,2.774,2.725,2.902,3.217,2.6122448979591897,9.040816326530626,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-03-01 12:59:51,,-1.0,-1.0
2023-03-03 06:30:21,NATURAL GAS,FX/Indices,1H,2.794,2.725,2.863,2.902,1.0,1.5652173913043503,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2023-03-03 13:59:12,hors_couverture,1.0,1.0
2023-03-03 18:35:53,PALLADIUM,FX/Indices,1H,1447.5,1440.2,1455.62,1496.33,1.1123287671232795,6.689041095890443,INVALIDÉE,7.5,hors_couverture_historique,,,,False,2023-03-04 02:04:44,,-1.0,-1.0
2023-03-06 17:37:20,PLATINUM,FX/Indices,1H,978.4,973.4,990.1,1025.5,2.340000000000009,9.420000000000003,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2023-03-07 01:06:11,,-1.0,-1.0
2023-03-10 20:36:39,NATURAL GAS,FX/Indices,1H,2.439,2.466,2.39,2.227,1.8148148148148036,7.851851851851819,INVALIDÉE,7.3,hors_couverture_historique,,,,False,2023-03-11 04:05:30,,-1.0,-1.0
2023-03-22 10:33:44,PALLADIUM,FX/Indices,1H,1381.0,1394.0,1362.1,1346.0,1.453846153846161,2.6923076923076925,INVALIDÉE,7.9,hors_couverture_historique,,,,False,2023-03-22 18:02:35,,-1.0,-1.0
2023-03-28 18:35:37,PLATINUM,FX/Indices,1H,963.6,966.73,960.2,953.0,1.0862619808306653,3.3865814696485743,OBJECTIF ATTEINT,7.9,hors_couverture_historique,,,,False,2023-03-29 02:04:28,hors_couverture,1.0862619808306653,1.0862619808306653
2023-03-31 19:36:34,PLATINUM,FX/Indices,1H,1002.1,998.92,1008.27,1014.16,1.9402515723269924,3.792452830188586,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-04-01 03:05:25,,-1.0,-1.0
2023-04-03 04:52:47,NATURAL GAS,FX/Indices,Journalier,2.087,2.192,1.98,1.886,1.0190476190476212,1.9142857142857173,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2023-04-03 12:21:38,,-1.0,-1.0
2023-04-04 09:33:27,PLATINUM,FX/Indices,1H,1000.6,996.45,1009.16,1014.16,2.0626506024096365,3.267469879518077,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2023-04-04 17:02:18,hors_couverture,2.0626506024096365,2.0626506024096365
2023-04-24 13:33:23,PALLADIUM,FX/Indices,1H,1552.5,1577.75,1524.2,1462.79,1.120792079207919,3.5528712871287143,OBJECTIF ATTEINT,8.4,hors_couverture_historique,,,,False,2023-04-24 21:02:14,hors_couverture,1.120792079207919,1.120792079207919
2023-06-09 09:32:30,NATURAL GAS,FX/Indices,1H,2.331,2.317,2.357,2.41,1.8571428571429025,5.64285714285724,INVALIDÉE,7.3,hors_couverture_historique,,,,False,2023-06-09 17:01:21,,-1.0,-1.0
2023-06-14 22:29:48,PALLADIUM,FX/Indices,1H,1393.0,1384.59,1417.5,1448.5,2.913198573127201,6.5992865636146805,INVALIDÉE,7.9,hors_couverture_historique,,,,False,2023-06-15 05:58:39,,-1.0,-1.0
2023-06-15 09:32:01,NATURAL GAS,FX/Indices,1H,2.349,2.316,2.39,2.572,1.2424242424242264,6.75757575757568,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2023-06-15 17:00:52,hors_couverture,1.2424242424242264,1.2424242424242264
2023-06-16 05:29:45,PALLADIUM,FX/Indices,1H,1401.0,1384.62,1417.5,1432.5,1.0073260073260006,1.9230769230769105,OBJECTIF ATTEINT,8.8,hors_couverture_historique,,,,False,2023-06-16 12:58:36,hors_couverture,1.0073260073260006,1.0073260073260006
2023-07-12 05:29:49,PLATINUM,FX/Indices,1H,938.0,935.5,942.84,972.83,1.9360000000000128,13.932000000000016,OBJECTIF ATTEINT,7.3,hors_couverture_historique,,,,False,2023-07-12 12:58:40,hors_couverture,1.9360000000000128,1.9360000000000128
2023-08-04 14:03:12,PLATINUM,FX/Indices,Journalier,927.9,944.52,907.12,843.0,1.2503008423586022,5.10830324909747,INVALIDÉE,7.3,hors_couverture_historique,,,,False,2023-08-04 21:32:03,,-1.0,-1.0
2023-08-08 15:09:14,PLATINUM,FX/Indices,Journalier,903.7,944.52,843.0,822.0,1.4870161685448344,2.00146986771191,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2023-08-08 22:38:05,,-1.0,-1.0
2023-08-25 20:25:45,PLATINUM,FX/Indices,1H,951.1,944.52,964.87,1010.62,2.0927051671732366,9.045592705167117,OBJECTIF ATTEINT,8.8,hors_couverture_historique,,,,False,2023-08-26 03:54:36,hors_couverture,2.0927051671732366,2.0927051671732366
2023-09-07 11:26:58,PALLADIUM,FX/Indices,1H,1197.5,1214.94,1175.64,1141.27,1.2534403669724674,3.224197247706413,INVALIDÉE,7.7,hors_couverture_historique,,,,False,2023-09-07 18:55:49,,-1.0,-1.0
2023-09-12 04:25:34,PALLADIUM,FX/Indices,1H,1223.0,1214.85,1233.0,1240.0,1.226993865030661,2.085889570552124,OBJECTIF ATTEINT,8.2,hors_couverture_historique,,,,False,2023-09-12 11:54:25,hors_couverture,1.226993865030661,1.226993865030661
2023-09-20 10:27:10,PLATINUM,FX/Indices,1H,948.9,944.52,955.0,986.1,1.3926940639269472,8.493150684931527,INVALIDÉE,7.5,hors_couverture_historique,,,,False,2023-09-20 17:56:01,,-1.0,-1.0
2023-09-26 07:26:55,NATURAL GAS,FX/Indices,1H,2.859,2.88,2.802,2.668,2.7142857142857237,9.095238095238129,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-09-26 14:55:46,,-1.0,-1.0
2023-09-28 19:29:42,NATURAL GAS,FX/Indices,1H,2.944,2.908,2.982,3.03,1.0555555555555618,2.388888888888882,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-09-29 02:58:33,,-1.0,-1.0
2023-10-03 02:40:19,PLATINUM,FX/Indices,Journalier,876.4,902.01,837.37,831.0,1.524014057008979,1.772745021475984,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2023-10-03 10:09:10,,-1.0,-1.0
2023-10-04 06:40:38,PALLADIUM,FX/Indices,Journalier,1160.5,1175.64,1125.0,1069.5,2.344782034346088,6.010568031704056,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2023-10-04 14:09:29,hors_couverture,2.344782034346088,2.344782034346088
2023-10-18 19:30:42,NATURAL GAS,FX/Indices,1H,3.05,3.067,3.024,2.965,1.5294117647058394,4.999999999999895,INVALIDÉE,7.9,hors_couverture_historique,,,,False,2023-10-19 02:59:33,,-1.0,-1.0
2023-10-25 00:25:00,PALLADIUM,FX/Indices,1H,1133.5,1126.33,1152.7,1175.64,2.677824267782406,5.877266387726593,INVALIDÉE,6.8,hors_couverture_historique,,,,False,2023-10-25 07:53:51,,-1.0,-1.0
2023-10-25 16:31:56,PALLADIUM,FX/Indices,1H,1142.0,1133.1,1153.17,1162.5,1.2550561797752762,2.3033707865168305,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-10-26 00:00:47,,-1.0,-1.0
2023-11-01 17:30:25,PALLADIUM,FX/Indices,1H,1113.5,1122.1,1101.5,1088.0,1.395348837209317,2.965116279069799,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-11-02 00:59:16,,-1.0,-1.0
2023-11-16 10:26:59,PALLADIUM,FX/Indices,1H,1041.5,1035.5,1053.96,1100.2,2.076666666666673,9.78333333333334,INVALIDÉE,8.2,hors_couverture_historique,,,,False,2023-11-16 17:55:50,,-1.0,-1.0
2023-11-17 09:27:18,PLATINUM,FX/Indices,1H,903.9,900.46,908.96,943.0,1.470930232558182,11.366279069767645,OBJECTIF ATTEINT,7.3,hors_couverture_historique,,,,False,2023-11-17 16:56:09,hors_couverture,1.470930232558182,1.470930232558182
2023-11-20 04:25:06,PALLADIUM,FX/Indices,1H,1066.0,1048.63,1088.5,1101.0,1.295336787564775,2.014968336211872,OBJECTIF ATTEINT,8.6,hors_couverture_historique,,,,False,2023-11-20 11:53:57,hors_couverture,1.295336787564775,1.295336787564775
2023-12-06 20:31:11,PLATINUM,FX/Indices,1H,893.7,900.46,880.4,862.5,1.967455621301788,4.615384615384628,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2023-12-07 04:00:02,,-1.0,-1.0
2023-12-07 01:43:13,PALLADIUM,FX/Indices,Journalier,948.5,964.34,928.6,846.8,1.2563131313131273,6.420454545454535,INVALIDÉE,8.0,hors_couverture_historique,,,,False,2023-12-07 09:12:04,,-1.0,-1.0
2023-12-14 03:25:31,PALLADIUM,FX/Indices,1H,1004.5,999.0,1011.0,1021.0,1.181818181818182,3.0,OBJECTIF ATTEINT,8.8,hors_couverture_historique,,,,False,2023-12-14 10:54:22,hors_couverture,1.181818181818182,1.181818181818182
2024-01-12 03:26:01,NATURAL GAS,FX/Indices,1H,3.175,3.156,3.201,3.407,1.3684210526316147,12.210526315789688,INVALIDÉE,8.6,hors_couverture_historique,,,,False,2024-01-12 10:54:52,,-1.0,-1.0
