config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,seuil_declenchement
Sequentiel_seuil8000,3000.0,600,17787555.80759531,17690811.312323295,0.0,2.5,8.0,1657.3783333333333,0.4366075861666733,8000.0
Sequentiel_seuil8000,5000.0,600,17879798.363433074,17788344.2560784,0.0,0.33333333333333337,8.0,1657.3783333333333,0.4687023278764185,8000.0
