config,ceiling,bb_threshold,use_any_rr,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,annee1_neg_pre,annee1_neg_post,bb_instant_opens_moy,bb_classic_opens_moy,corr_swap_admits_moy,instant_trades_total,instant_risk_capped_pct
REF (rr135corr080 seul),1000.0,,False,600,6273418.177441963,6074850.900814347,1.1666666666666667,2.0,23.833333333333336,7.333333333333333,16.5,0.0,69.01333333333334,0.0,0,
"COMBINE_original (bb_th=5000 + any-RR, risque NON corrige)",1000.0,5000.0,True,600,7510806.201878512,7226808.139214332,0.33333333333333337,0.8333333333333334,18.5,5.0,13.5,12.841666666666667,0.42333333333333334,468.71666666666664,3119524,0.0
"COMBINE_corrige (bb_th=5000 + any-RR, cap 1,5% Instant)",1000.0,5000.0,True,600,7121682.871331883,6859547.03833848,0.33333333333333337,0.6666666666666667,18.5,5.0,13.5,11.88,0.42,468.655,3119042,99.9952870144102
