config,ceiling,bb_threshold,use_any_rr,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,annee1_neg_pre,annee1_neg_post,bb_instant_opens_moy,bb_classic_opens_moy,corr_swap_admits_moy,instant_trades_total,instant_risk_capped_pct
B_seule_sans_metaux,3000.0,0.0,True,600,5418587.081454902,5254579.347062599,0.0,0.0,15.5,3.0,12.5,9.818333333333333,0.0,314.8466666666667,2507781,99.95597701713189
B_seule_sans_metaux,5000.0,0.0,True,600,5418587.081454902,5254579.347062599,0.0,0.0,15.5,3.0,12.5,9.818333333333333,0.0,314.8466666666667,2507781,99.95597701713189
