config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B
A_seul_sans_metaux,1000.0,600,6834877.163036679,6662141.052644499,0.5,1.0,18.666666666666668,0.0,-1.1615920886389169e-16
Config2_AB_metaux,1000.0,600,19772035.17222113,20383592.119340397,3.3333333333333335,20.5,17.333333333333336,5318.328333333333,0.6301868360125473
