config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,max_positions,B_trades_admitted_moy,B_cap_blocked_moy,B_corr_blocked_moy,B_cap_blocked_pct,B_corr_blocked_pct,B_rythme_mensuel_admis
Config2_AB_maxpos4,3000.0,600,23461558.092964515,23415389.004555177,1.3333333333333335,6.5,9.333333333333334,6585.89,0.693353323713124,4,23342.83,293.6433333333333,7209.296666666667,0.9519727772506028,23.372075544447963,359.4426064314468
Config2_AB_maxpos4,5000.0,600,23803969.389651567,23525417.318893,0.16666666666666669,3.3333333333333335,8.166666666666666,6681.835,0.6880684386991405,4,23690.72333333333,297.58166666666665,7313.893333333333,0.950673379223259,23.365430298053084,364.79961269390327
