label,n,profit_moyen,profit_median,solde_negatif,annee1_neg,overflow_to_A_moy,hit_ceiling_960,hit_ceiling_1000,hit_ceiling_3000,hit_ceiling_5000
config_2,2000,454879.1143186526,451595.5664268557,0.0,3.05,215.775,100.0,100.0,100.0,100.0
