profit_moyen,solde_negatif,annee1_neg,b_never_opened,b_open_p50,b_open_p90,b_first_profit_p50,b_first_profit_p90,threshold
241848.2053806046,0.0,5.333333333333334,0.0,14.082106481481482,42.64585648148148,16.692581018518517,55.58833333333333,1000.0
249749.3476480775,0.0,3.3333333333333335,0.0,16.692581018518517,54.47744212962963,24.146296296296295,74.96210648148148,2000.0
249668.88593270147,0.0,1.3333333333333335,0.0,28.077743055555555,67.79175462962964,28.632719907407406,81.1493530092593,3000.0
247740.57173606937,0.0,2.3333333333333335,0.0,46.91027777777778,85.94482638888903,53.499398148148146,100.08014814814824,5000.0
