label,n,profit_moyen,profit_median,solde_negatif,annee1_neg,overflow_to_A_moy,hit_ceiling_960,hit_ceiling_1000,hit_ceiling_3000,hit_ceiling_5000
config_0,2000,395500.8907828753,391781.91687377944,0.0,3.2,0.0,100.0,100.0,100.0,100.0
