profit_moyen,solde_negatif,annee1_neg,b_never_opened,b_open_p50,b_open_p90,b_first_profit_p50,b_first_profit_p90,threshold
-10944.700297262545,70.33333333333334,63.66666666666667,0.0,25.261145833333334,42.64585648148148,33.09480324074074,58.45417824074074,1000.0
-7670.063633630834,65.33333333333333,54.333333333333336,0.0,42.916990740740744,53.405023148148146,46.09571759259259,53.405023148148146,2000.0
-9923.849727428717,69.0,65.66666666666666,0.0,46.964618055555555,59.56763888888889,46.964618055555555,66.57833333333333,3000.0
-9196.992966145792,67.0,61.33333333333333,0.0,54.29824074074074,90.05115162037042,64.62063657407407,106.97571759259259,5000.0
