config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B
A_seul_sans_metaux,960.0,600,6815194.258941929,6638094.600516379,0.8333333333333334,1.8333333333333333,18.833333333333332,0.0,-2.3717538904628026e-16
Config2_AB_metaux,960.0,600,18980317.055968665,19865889.08685699,4.666666666666667,24.5,19.333333333333332,5119.77,0.6000330589781733
