label,n,profit_moyen,profit_median,solde_negatif,annee1_neg,overflow_to_A_moy,hit_ceiling_960,hit_ceiling_1000,hit_ceiling_3000,hit_ceiling_5000
config_baseline,2000,270684.4046531646,267327.9217094518,0.0,3.1,0.0,100.0,100.0,100.0,100.0
