cagr_p10,cagr_p50,cagr_p90,dd_p10,dd_p50,dd_p90,ruin_pct,calmar_p50,capacity_hit_pct,capital,risk_pct,any_rr,rr_sizing
1.0853906944864307,1.6066548071379805,2.409333133068393,20.048688645318638,30.470766363552976,58.75616906199441,7.15,5.190737211790708,100.0,500000,0.03,False,True
1.079344220347238,1.6670164526836344,2.532246618213309,19.79445196006908,29.55343198514285,54.89762776327383,6.7,5.496939611068127,100.0,500000,0.03,True,False
1.1646744157589612,1.862749773894333,2.9638838737358895,20.580043260933248,30.486644115941168,55.62202490621253,6.55,5.963106250456862,100.0,500000,0.03,True,True
0.371917364900394,0.5322032579369511,0.6838765981738284,6.2069813365227935,12.558593444874711,18.946886151887018,0.0,4.295553732811801,100.0,1000000,0.005,False,False
0.40651247730795187,0.5664979545891502,0.7228870439549897,6.298402138930439,12.747351153367688,19.40731342873179,0.0,4.5045061727487905,100.0,1000000,0.005,False,True
0.40880522095442323,0.5858542578653851,0.7555482127548458,6.319569952213398,11.547389010721755,17.631560369106666,0.0,5.090418068529962,100.0,1000000,0.005,True,False
0.44383159706566483,0.6237891465802529,0.8019902740358531,6.334974193244856,11.749064586987663,18.099675262496024,0.0,5.374163838265252,100.0,1000000,0.005,True,True
0.5219579091570898,0.7310793280047572,0.9322624579380673,9.081804491561615,17.00131240499919,29.835526710376357,0.05,4.204968661546706,100.0,1000000,0.01,False,False
0.5510240837090133,0.7650069823083218,0.9790757727449667,9.104752099428659,17.24386664001762,30.222451006925965,0.05,4.331948938583174,100.0,1000000,0.01,False,True
0.5680974202540777,0.7906394169664394,1.034494226620496,9.116281022835942,16.166993024814396,27.823962702152127,0.0,4.792109184170585,100.0,1000000,0.01,True,False
0.6012136060166653,0.8410039328653803,1.109006512318481,9.065818213586605,16.355155599982165,28.357843723477007,0.0,5.057622895794186,100.0,1000000,0.01,True,True
0.6088447638435347,0.857560506542795,1.1321731240691728,11.428297368057379,19.62695424627296,37.361353747172984,0.6,4.283005865104869,100.0,1000000,0.015,False,False
0.6440324327865515,0.9061698651545536,1.208536936602193,11.428297368057379,19.833320969257887,38.150325818385944,0.6,4.4662816351543935,100.0,1000000,0.015,False,True
0.6540207332812512,0.9355832940499113,1.2773939709507989,11.528013466043562,18.86410105446314,35.12835264121124,0.45,4.880201672227546,100.0,1000000,0.015,True,False
0.6905986732230621,1.00512926603329,1.4056586914220581,11.552239868655834,19.24118894550665,35.734316272656685,0.4,5.246632496776685,100.0,1000000,0.015,True,True
0.676603924590179,0.9712557372040754,1.3412968138472887,13.553285789230637,21.881647825177446,43.10223797220024,2.0,4.356392877028811,100.0,1000000,0.02,False,False
0.7154381123099902,1.0423723327858276,1.4708531521204395,13.932875586368976,22.284843132051066,43.55613987412719,1.8,4.591153440156379,100.0,1000000,0.02,False,True
0.7214799863273401,1.0756476993905915,1.5404994296354104,13.59799637644594,21.28682231889635,40.75250610435523,1.35,4.9453443554158465,100.0,1000000,0.02,True,False
0.7765850799757645,1.1770325090534197,1.749214332348554,13.988903869314163,21.741880870628385,41.45261959883096,1.45,5.342359123141042,100.0,1000000,0.02,True,True
0.7989735925855389,1.2263377358641399,1.8166183102013453,18.176035834747175,27.17394026353287,51.241676899390946,5.3,4.430490680713725,100.0,1000000,0.03,False,False
0.8627511465921204,1.331468560165773,2.0575921978715987,18.860231618612605,27.9170018174205,52.000938940104646,5.5,4.701717816868145,100.0,1000000,0.03,False,True
0.8604165441700972,1.3840064146772109,2.1588715450087004,18.53254882051775,27.018763375026875,48.82170659865554,4.2,5.004966281340099,100.0,1000000,0.03,True,False
0.9389493866695215,1.5701740818296512,2.5526798242686124,19.30545054328599,27.96127268096859,49.33834240700501,4.6,5.490910725681264,100.0,1000000,0.03,True,True
