config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B
A_seul_sans_metaux,3000.0,600,7093251.985811135,6871341.816512216,0.5,0.8333333333333334,11.833333333333334,0.0,-2.806033866644641e-17
Config2_AB_metaux,3000.0,600,21653338.68130414,21546481.48144979,1.3333333333333335,7.000000000000001,8.333333333333332,5866.805,0.6499685680474746
