label,n,profit_moyen,profit_median,solde_negatif,annee1_neg,overflow_to_A_moy,hit_ceiling_960,hit_ceiling_1000,hit_ceiling_3000,hit_ceiling_5000
config_1,2000,430380.65767565515,428652.30869500805,0.0,3.05,0.0,100.0,100.0,100.0,100.0
