config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,scope,n_trades_A,n_trades_B
REF,3000.0,300,17499319.348868463,17362648.1504225,0.0,4.0,9.333333333333334,1639.64,0.42817927725729693,full,,
REF,5000.0,300,17744451.546097662,17547816.061104387,0.0,0.33333333333333337,9.333333333333334,1639.7266666666667,0.5489747801769048,full,,
REF,3000.0,300,672533.0966076602,596104.7082087307,25.333333333333336,5.0,48.333333333333336,634.8466666666667,0.36293659571358206,H1,280.0,465.0
REF,5000.0,300,672144.2550187611,591122.6879593299,26.0,1.0,48.333333333333336,634.6733333333333,0.36477424111699364,H1,280.0,465.0
REF,3000.0,300,19154934.481819134,19280638.76609405,0.0,0.0,0.0,856.27,0.21695730373631017,H2,462.0,585.0
REF,5000.0,300,19154934.481819134,19280638.76609405,0.0,0.0,0.0,856.27,0.21695730373631017,H2,462.0,585.0
REF,3000.0,300,282601.4101362415,172306.5679571904,30.333333333333336,0.0,56.00000000000001,313.81666666666666,0.3634621658017059,bloc1,80.0,201.0
REF,5000.0,300,282601.4101362415,172306.5679571904,30.333333333333336,0.0,56.00000000000001,313.81666666666666,0.3634621658017059,bloc1,80.0,201.0
REF,3000.0,300,74074.35151203246,-18960.335243126552,51.66666666666667,7.000000000000001,56.666666666666664,178.06333333333333,0.19810824260943474,bloc2,200.0,264.0
REF,5000.0,300,73561.44923481348,-14028.301120481883,51.0,1.0,56.00000000000001,181.41333333333333,0.19992099876156513,bloc2,200.0,264.0
REF,3000.0,300,5590464.804711644,5445756.414924177,0.6666666666666667,0.0,4.0,344.6666666666667,0.36592109369698617,bloc3,205.0,270.0
REF,5000.0,300,5590464.804711644,5445756.414924177,0.6666666666666667,0.0,4.0,344.6666666666667,0.36592109369698617,bloc3,205.0,270.0
REF,3000.0,300,12199141.167908646,12189867.930191144,0.0,0.0,0.0,447.51,0.12356143920510736,bloc4,257.0,315.0
REF,5000.0,300,12199141.167908646,12189867.930191144,0.0,0.0,0.0,447.51,0.12356143920510736,bloc4,257.0,315.0
SEQ_SEUL,3000.0,300,17546664.5057863,17347795.926023185,0.0,1.6666666666666667,9.0,1639.7266666666667,0.5227170748859159,full,,
SEQ_SEUL,5000.0,300,17623372.833377477,17504017.65344858,0.0,0.33333333333333337,9.0,1639.7266666666667,0.5388735267453979,full,,
SEQ_SEUL,3000.0,300,658561.3880081871,604638.3645847642,24.666666666666668,3.3333333333333335,50.33333333333333,634.6733333333333,0.3714121767508671,H1,280.0,465.0
SEQ_SEUL,5000.0,300,661375.7876685878,604638.3645847642,24.666666666666668,0.33333333333333337,50.33333333333333,634.6733333333333,0.36315886538596137,H1,280.0,465.0
SEQ_SEUL,3000.0,300,18920504.17967276,19048978.00445887,0.0,0.0,0.0,856.27,0.22222884818768737,H2,462.0,585.0
SEQ_SEUL,5000.0,300,18920504.17967276,19048978.00445887,0.0,0.0,0.0,856.27,0.22222884818768737,H2,462.0,585.0
SEQ_SEUL,3000.0,300,279706.68437039095,172102.56857104512,30.333333333333336,0.6666666666666667,55.666666666666664,313.81666666666666,0.352987359585004,bloc1,80.0,201.0
SEQ_SEUL,5000.0,300,279802.0746299413,172102.56857104512,30.333333333333336,0.0,55.666666666666664,313.81666666666666,0.35273883535509465,bloc1,80.0,201.0
SEQ_SEUL,3000.0,300,79740.56953684065,-4907.65653454556,50.0,6.333333333333334,54.333333333333336,181.36333333333334,0.18779924247268395,bloc2,200.0,264.0
SEQ_SEUL,5000.0,300,82270.2482884256,1147.4139121508254,49.666666666666664,1.0,53.666666666666664,181.41333333333333,0.17761348942151034,bloc2,200.0,264.0
