config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,seuil_declenchement
Sequentiel_seuil1,3000.0,150,16982663.849301193,17321394.40414657,0.0,5.333333333333334,10.0,1610.9333333333334,0.33822349041352534,1.0
Sequentiel_seuil999999999,3000.0,150,9872735.326699963,9970249.944981048,0.0,0.0,12.666666666666668,1610.92,4.8316834545454857e-17,999999999.0
