config,ceiling,bb_threshold,use_any_rr,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,annee1_neg_pre,annee1_neg_post,bb_instant_opens_moy,bb_classic_opens_moy,corr_swap_admits_moy,instant_trades_total,instant_risk_capped_pct
groupe_30000,960.0,5000.0,True,5,6535436.598774178,7430950.275578859,0.0,0.0,0.0,0.0,0.0,9.4,0.0,453.2,20456,100.0
groupe_30000,3000.0,0.0,True,5,6703517.9991328465,7829421.80319706,0.0,0.0,20.0,0.0,20.0,8.0,0.0,466.4,22276,99.98653259112946
