label,n,profit_moyen,profit_median,solde_negatif,annee1_neg,overflow_to_A_moy,hit_ceiling_960,hit_ceiling_1000,hit_ceiling_3000,hit_ceiling_5000
config_2,100,448737.71713065985,443027.0904194481,0.0,6.0,221.06,100.0,100.0,100.0,100.0
