config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,seuil_declenchement
Sequentiel_seuil5000,3000.0,5,17563720.05821791,18123155.43008893,0.0,0.0,0.0,1764.6,0.6443138366141675,5000.0
