config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,seuil_declenchement
Sequentiel_seuil5000,3000.0,600,17849090.206401482,17716437.08217219,0.0,1.8333333333333333,7.833333333333334,1657.3783333333333,0.4588765518650926,5000.0
Sequentiel_seuil5000,5000.0,600,17940436.691179626,17797643.40708895,0.0,0.33333333333333337,7.833333333333334,1657.3783333333333,0.47281395704066687,5000.0
