slippage_pips,ev_010,ev_015,delta,flag
0.0,4.614833245322019,4.575068936413002,0.0397643089090165,"0,10x reste MEILLEUR"
0.5,4.591518026336084,4.551753717427068,0.0397643089090165,"0,10x reste MEILLEUR"
0.939,4.5710472640664355,4.531282955157418,0.03976430890901739,"0,10x reste MEILLEUR"
1.0,4.56820280735015,4.528438498441133,0.0397643089090165,"0,10x reste MEILLEUR"
1.5,4.544887588364215,4.505123279455199,0.0397643089090165,"0,10x reste MEILLEUR"
2.0,4.521572369378282,4.481808060469264,0.03976430890901739,"0,10x reste MEILLEUR"
3.0,4.474941931406413,4.435177622497396,0.0397643089090165,"0,10x reste MEILLEUR"
5.0,4.381681055462674,4.341916746553658,0.03976430890901561,"0,10x reste MEILLEUR"
