config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,n_trades_A,n_trades_B
Config2_AB_H1,3000.0,3,-697461.7713529364,-436814.0337763862,100.0,0.0,33.33333333333333,2374.0,0.4595584285987595,280,708
Config2_AB_H2,3000.0,3,15779808.293638349,16193806.360967048,0.0,33.33333333333333,0.0,2145.3333333333335,0.8211172497608982,462,796
Config2_AB_bloc1,3000.0,3,-199480.86460417314,-129011.23562799106,100.0,0.0,100.0,797.3333333333334,0.6703803699238994,80,327
Config2_AB_bloc2,3000.0,3,-413931.8198103591,-298497.0869253223,100.0,33.33333333333333,66.66666666666666,455.6666666666667,0.7814701240944839,200,381
Config2_AB_bloc3,3000.0,3,4072142.5600916934,3755140.1188113266,0.0,0.0,0.0,1097.3333333333333,0.23043492108357141,205,366
Config2_AB_bloc4,3000.0,3,10947955.141106375,10879509.441598725,0.0,0.0,0.0,2011.6666666666667,0.08868578096404893,257,430
