config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B,seuil_declenchement
Sequentiel_seuil2000,3000.0,600,17890439.702115994,17715084.038292985,0.0,2.666666666666667,7.666666666666666,1657.3783333333333,0.42736646399817213,2000.0
Sequentiel_seuil2000,5000.0,600,18029738.90626393,17841759.593309224,0.0,0.0,7.666666666666666,1657.3783333333333,0.4781310035278459,2000.0
