config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy
Config2_AB_metaux,3000.0,2,13581746.833794959,13581746.833794959,0.0,50.0,0.0,2683.0
