config,ceiling,bb_threshold,use_any_rr,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,annee1_neg_pre,annee1_neg_post,bb_instant_opens_moy,bb_classic_opens_moy,corr_swap_admits_moy,instant_trades_total,instant_risk_capped_pct
MITIGE,960.0,5000.0,True,5,6906792.307419066,7850635.8228075495,0.0,0.0,20.0,0.0,20.0,9.8,0.2,472.4,21219,100.0
MITIGE,3000.0,0.0,True,5,7300514.832355274,8382990.21726068,0.0,0.0,0.0,0.0,0.0,9.4,0.0,494.2,23753,99.98737001641898
