config,ceiling,n,profit_moyen,profit_median,solde_negatif_annee4,hit_ceiling_pct,annee1_neg,overflow_to_A_moy,corr_PnL_A_B
A_seul_sans_metaux,5000.0,600,7119233.482926979,6880128.216312882,0.16666666666666669,0.16666666666666669,11.5,0.0,2.5195849355707774e-16
Config2_AB_metaux,5000.0,600,22004627.785143733,21818300.31816172,0.16666666666666669,3.166666666666667,7.5,5929.89,0.68043613397939
